filename,category,confidence,page_type,timestamp,error,width,height,aspect_ratio
NL-HaNA_1.04.02_3983_0001-groot.jpg,error,0.0,single_page,2025-09-11T12:07:19.684183,,,,
NL-HaNA_1.04.02_3983_0002-groot.jpg,error,0.0,single_page,2025-09-11T12:07:19.790076,,,,
NL-HaNA_1.04.02_3983_0003-groot.jpg,error,0.0,single_page,2025-09-11T12:07:19.941651,,,,
NL-HaNA_1.04.02_3983_0004-groot.jpg,error,0.0,single_page,2025-09-11T12:07:20.054620,,,,
NL-HaNA_1.04.02_3983_0005-groot.jpg,error,0.0,single_page,2025-09-11T12:07:20.196352,,,,
NL-HaNA_1.04.02_3983_0006-groot.jpg,error,0.0,single_page,2025-09-11T12:07:20.327966,,,,
NL-HaNA_1.04.02_3983_0007-groot.jpg,error,0.0,single_page,2025-09-11T12:07:20.470568,,,,
NL-HaNA_1.04.02_3983_0008-groot.jpg,error,0.0,single_page,2025-09-11T12:07:20.602630,,,,
NL-HaNA_1.04.02_3983_0009-groot.jpg,error,0.0,single_page,2025-09-11T12:07:20.730353,,,,
NL-HaNA_1.04.02_3983_0010-groot.jpg,error,0.0,single_page,2025-09-11T12:07:20.854710,,,,
NL-HaNA_1.04.02_3983_0011-groot.jpg,error,0.0,single_page,2025-09-11T12:07:20.979476,,,,
NL-HaNA_1.04.02_3983_0012-groot.jpg,error,0.0,single_page,2025-09-11T12:07:21.104609,,,,
NL-HaNA_1.04.02_3983_0013-groot.jpg,error,0.0,single_page,2025-09-11T12:07:21.260345,,,,
NL-HaNA_1.04.02_3983_0014-groot.jpg,error,0.0,single_page,2025-09-11T12:07:21.384944,,,,
NL-HaNA_1.04.02_3983_0015-groot.jpg,error,0.0,single_page,2025-09-11T12:07:21.516599,,,,
NL-HaNA_1.04.02_3983_0016-groot.jpg,error,0.0,single_page,2025-09-11T12:07:21.635897,,,,
